1	7.4	2024-04-13 19:52:19.074834	\N
2	7.2	2024-04-13 19:58:58.519077	\N
3	5.5	2024-04-13 20:14:31.345118	\N
4	8.7	2024-04-13 20:19:08.494083	\N
5	5.6	2024-04-13 20:19:09.60508	\N
6	7	2024-04-13 20:19:19.346593	\N
7	5.4	2024-04-13 20:19:20.930476	\N
8	6.2	2024-04-13 20:19:31.138189	\N
9	8.8	2024-04-13 20:19:32.597284	\N
10	6.6	2024-04-13 20:19:41.730825	\N
11	6.7	2024-04-13 20:19:42.904213	\N
12	7.1	2024-04-13 20:19:52.973264	\N
13	5.2	2024-04-13 20:20:15.544433	\N
14	6.1	2024-04-13 20:20:17.572522	\N
15	3.4	2024-04-13 20:20:27.462463	\N
16	7.3	2024-04-13 20:20:39.059396	\N
17	6.3	2024-04-13 20:20:41.890764	\N
