1	7.6	2024-04-13 19:52:19.037023	\N
2	7.7	2024-04-13 19:58:58.491371	\N
3	6.3	2024-04-13 20:14:31.309065	\N
4	8.5	2024-04-13 20:19:08.457031	\N
5	6.8	2024-04-13 20:19:09.569426	\N
6	7.2	2024-04-13 20:19:19.310774	\N
7	6.7	2024-04-13 20:19:20.893278	\N
8	7.1	2024-04-13 20:19:31.098508	\N
9	8.6	2024-04-13 20:19:32.573481	\N
10	7	2024-04-13 20:19:41.694628	\N
11	6.9	2024-04-13 20:19:54.379606	\N
12	7.3	2024-04-13 20:20:03.853388	\N
13	5.7	2024-04-13 20:20:15.517613	\N
14	4.3	2024-04-13 20:20:27.423824	\N
15	7.9	2024-04-13 20:20:39.025805	\N
16	7.5	2024-04-13 21:17:59.013134	\N
17	8.2	2024-04-13 21:18:54.209115	\N
18	8.7	2024-04-13 21:20:11.623055	\N
19	6.6	2024-04-13 21:20:17.459079	\N
20	9.1	2024-04-13 21:20:37.910548	\N
21	8	2024-04-13 21:20:43.264375	\N
22	8.8	2024-04-13 21:21:56.336678	\N
23	7.4	2024-04-13 21:22:24.509885	\N
24	8.1	2024-04-13 21:22:30.386986	\N
25	5.9	2024-04-13 21:23:32.022123	\N
26	7.8	2024-04-13 21:24:50.467508	\N
27	6.2	2024-04-13 21:25:47.908013	\N
28	8.3	2024-04-13 21:26:04.81484	\N
29	6	2024-04-13 21:30:39.304603	\N
30	6.5	2024-04-13 21:43:37.171498	\N
31	6.4	2024-04-13 21:46:33.813204	\N
32	8.4	2024-04-13 21:52:03.954122	\N
33	8.9	2024-04-13 21:53:06.930548	\N
34	6.1	2024-04-13 22:51:31.588102	\N
35	5.8	2024-04-13 23:05:52.974554	\N
36	5.3	2024-04-13 23:47:20.68356	\N
37	5.1	2024-04-14 00:38:43.522446	\N
38	5.6	2024-04-14 00:43:31.446687	\N
39	4.6	2024-04-14 09:17:15.421757	\N
40	2.8	2024-04-14 09:17:41.403798	\N
41	4.8	2024-04-14 09:18:06.448998	\N
42	5.2	2024-04-14 09:23:04.905622	\N
43	5	2024-04-14 09:37:24.342707	\N
44	4.7	2024-04-14 09:44:56.96419	\N
45	5.5	2024-04-14 10:02:18.640393	\N
46	5.4	2024-04-14 10:07:39.630319	\N
47	4.2	2024-04-14 10:23:16.796796	\N
